,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,sum,count,ave
302,303,2010,1,13,14,4,,,,-22,46.66,1025,-13,NW,1.5433,,,0,0,
303,304,2010,1,13,15,4,,,,-21,50.94,1025,-13,SW,1.5433,,,0,0,
304,305,2010,1,13,16,4,,,,-22,50.63,1025,-14,SW,2.5722,,,0,0,
305,306,2010,1,13,17,4,,,,-22,59.74,1026,-16,SW,3.6011,,,0,0,
306,307,2010,1,13,18,4,,,,-23,59.46,1026,-17,SE,1.0289,,,0,0,
307,308,2010,1,13,19,4,,,,-23,59.46,1026,-17,SE,2.0578,,,0,0,
308,309,2010,1,13,20,4,,,,-24,64.46,1026,-19,SE,3.0867,,,0,0,
309,310,2010,1,13,21,4,,,,-24,70.26,1026,-20,SE,4.1156,,,0,0,
310,311,2010,1,13,22,4,,,,-24,70.26,1026,-20,SE,5.1445,,,0,0,
311,312,2010,1,13,23,4,,,,-24,70.26,1026,-20,SE,6.6878,,,0,0,
312,313,2010,1,14,0,4,,,,-24,70.26,1026,-20,SE,7.7167,,,0,0,
313,314,2010,1,14,1,4,,,,-23,70.49,1025,-19,SE,9.7745,,,0,0,
314,315,2010,1,14,2,4,,,,-23,70.49,1026,-19,SE,11.3178,,,0,0,
315,316,2010,1,14,3,4,,,,-23,70.49,1025,-19,SE,13.3756,,,0,0,
316,317,2010,1,14,4,4,,,,-22,70.71,1025,-18,SE,15.9478,,,0,0,
317,318,2010,1,14,5,4,,,,-22,64.97,1024,-17,SE,18.52,,,0,0,
318,319,2010,1,14,6,4,,,,-23,64.72,1024,-18,SE,20.5778,,,0,0,
319,320,2010,1,14,7,4,,,,-23,64.72,1024,-18,SE,22.1211,,,0,0,
320,321,2010,1,14,8,4,,,,-22,64.97,1024,-17,SE,24.1789,,,0,0,
321,322,2010,1,14,9,4,,,,-20,65.48,1025,-15,SE,26.2367,,,0,0,
322,323,2010,1,14,10,4,,,,-19,55.87,1025,-12,SE,27.78,,,0,0,
323,324,2010,1,14,11,4,,,,-17,56.45,1024,-10,SE,29.3233,,,0,0,
324,325,2010,1,14,12,4,,,,-16,48.56,1023,-7,SW,2.0578,,,0,0,
325,326,2010,1,14,13,4,,,,-15,52.77,1023,-7,SW,3.6011,,,0,0,
326,327,2010,1,14,14,4,,,,-14,57.3,1023,-7,SW,5.1444,,,0,0,
327,328,2010,1,14,15,4,,,,-12,67.42,1023,-7,SW,7.2022,,,0,0,
328,329,2010,1,14,16,4,,,,-10,85.47,1023,-8,SE,1.5433,,,0,0,
329,330,2010,1,14,17,4,,,,-10,92.42,1024,-9,SE,3.0866,,,0,0,
330,331,2010,1,14,18,4,,,,-10,92.42,1025,-9,SE,4.1155,,,0,0,
331,332,2010,1,14,19,4,,,,-10,92.42,1026,-9,SE,5.1444,,,0,0,
332,333,2010,1,14,20,4,,,,-11,92.36,1026,-10,SE,6.1733,,,0,0,
333,334,2010,1,14,21,4,,,,-13,85.11,1027,-11,cv,0,,,0,0,
334,335,2010,1,14,22,4,,,,-13,85.11,1028,-11,cv,0,,,0,0,
335,336,2010,1,14,23,4,,,,-11,92.36,1029,-10,NW,1.0289,,,0,0,
336,337,2010,1,15,0,4,,,,-12,85.23,1029,-10,NW,2.5722,,,0,0,
337,338,2010,1,15,1,4,,,,-15,92.09,1030,-14,NW,3.6011,,,0,0,
338,339,2010,1,15,2,4,,,,-18,84.49,1031,-16,NW,4.63,,,0,0,
339,340,2010,1,15,3,4,,,,-22,83.96,1032,-20,NE,1.0289,,,0,0,
340,341,2010,1,15,4,4,,,,,,,,,,,,0,0,
341,342,2010,1,15,5,4,,,,,,,,,,,,0,0,
342,343,2010,1,15,6,4,,,,,,,,,,,,0,0,
343,344,2010,1,15,7,4,,,,-26,76.26,1035,-23,SW,0.5144,,,0,0,
344,345,2010,1,15,8,4,,,,-25,83.54,1036,-23,SW,1.0288,,,0,0,
345,346,2010,1,15,9,4,,,,-23,83.82,1036,-21,SE,1.0289,,,0,0,
346,347,2010,1,15,10,4,,,,-21,77.21,1037,-18,SW,1.0289,,,0,0,
347,348,2010,1,15,11,4,,,,-19,77.57,1037,-16,SW,1.5433,,,0,0,
348,349,2010,1,15,12,4,,,,-18,71.6,1037,-14,cv,0.5144,,,0,0,
349,350,2010,1,15,13,4,,,,-18,71.6,1037,-14,SW,1.0289,,,0,0,
350,351,2010,1,15,14,4,,,,-18,71.6,1036,-14,SW,2.5722,,,0,0,
351,352,2010,1,15,15,4,,,,-18,71.6,1037,-14,SW,4.1155,,,0,0,
352,353,2010,1,15,16,4,,,,-19,71.38,1037,-15,SW,5.1444,,,0,0,
353,354,2010,1,15,17,4,,,,-20,71.16,1037,-16,SW,6.1733,,,0,0,
354,355,2010,1,15,18,4,,,,-21,77.21,1037,-18,SW,7.2022,,,0,0,
355,356,2010,1,15,19,4,,,,-23,70.49,1037,-19,SE,1.0289,,,0,0,
356,357,2010,1,15,20,4,,,,-23,76.84,1037,-20,SE,2.0578,,,0,0,
357,358,2010,1,15,21,4,,,,-23,76.84,1037,-20,SE,3.0867,,,0,0,
358,359,2010,1,15,22,4,,,,-25,83.54,1037,-23,SE,3.6011,,,0,0,
359,360,2010,1,15,23,4,,,,-23,83.82,1037,-21,SE,5.1444,,,0,0,
360,361,2010,1,16,0,4,,,,-25,76.46,1036,-22,cv,0.5144,,,0,0,
361,362,2010,1,16,1,4,,,,-25,83.54,1036,-23,SE,0.5144,,,0,0,
362,363,2010,1,16,2,4,,,,-25,83.54,1036,-23,SE,1.5433,,,0,0,
363,364,2010,1,16,3,4,,,,-24,83.68,1036,-22,SE,2.5722,,,0,0,
364,365,2010,1,16,4,4,,,,-24,76.65,1035,-21,SE,3.6011,,,0,0,
365,366,2010,1,16,5,4,,,,-24,76.65,1035,-21,SE,4.63,,,0,0,
366,367,2010,1,16,6,4,,,,-26,76.26,1035,-23,SE,5.1444,,,0,0,
367,368,2010,1,16,7,4,,,,-23,83.82,1035,-21,SE,6.6877,,,0,0,
368,369,2010,1,16,8,4,,,,-23,76.84,1035,-20,SE,7.2021,,,0,0,
369,370,2010,1,16,9,4,,,,-20,65.48,1034,-15,SE,9.2599,,,0,0,
370,371,2010,1,16,10,4,,,,-19,60.58,1035,-13,SE,10.2888,,,0,0,
371,372,2010,1,16,11,4,,,,-17,61.12,1034,-11,SE,11.3177,,,0,0,
372,373,2010,1,16,12,4,,,,-17,52.17,1032,-9,SE,12.861,,,0,0,
373,374,2010,1,16,13,4,,,,-15,48.87,1031,-6,SE,14.4043,,,0,0,
374,375,2010,1,16,14,4,,,,-13,53.36,1031,-5,SE,15.4332,,,0,0,
375,376,2010,1,16,15,4,,,,-11,58.13,1031,-4,SE,16.4621,,,0,0,
376,377,2010,1,16,16,4,,,,-11,62.69,1031,-5,SW,0.5144,,,0,0,
377,378,2010,1,16,17,4,,,,-10,73.25,1031,-6,SW,1.5433,,,0,0,
378,379,2010,1,16,18,4,,,,-10,73.25,1031,-6,SW,2.5722,,,0,0,
379,380,2010,1,16,19,4,,,,-10,73.25,1031,-6,SE,1.0289,,,0,0,
380,381,2010,1,16,20,4,,,,-11,67.65,1031,-6,SE,2.0578,,,0,0,
381,382,2010,1,16,21,4,,,,-11,67.65,1032,-6,SE,3.0867,,,0,0,
382,383,2010,1,16,22,4,,,,-11,62.69,1032,-5,SE,4.63,,,0,0,
383,384,2010,1,16,23,4,,,,-11,62.69,1032,-5,SE,5.6589,,,0,0,
384,385,2010,1,17,0,4,,,,-11,62.69,1031,-5,SE,7.2022,,,0,0,
385,386,2010,1,17,1,4,,,,-11,62.69,1031,-5,SW,1.5433,,,0,0,
386,387,2010,1,17,2,4,,,,-10,67.88,1031,-5,SE,1.5433,,,0,0,
387,388,2010,1,17,3,4,,,,-10,67.88,1031,-5,SW,1.0289,,,0,0,
388,389,2010,1,17,4,4,,,,-10,67.88,1031,-5,SW,2.5722,,,0,0,
389,390,2010,1,17,5,4,,,,-10,67.88,1030,-5,SE,1.5433,,,0,0,
390,391,2010,1,17,6,4,,,,-11,67.65,1031,-6,SE,2.5722,,,0,0,
391,392,2010,1,17,7,4,,,,-12,67.42,1031,-7,SE,4.1155,,,0,0,
392,393,2010,1,17,8,4,,,,-12,72.85,1031,-8,SE,6.1733,,,0,0,
393,394,2010,1,17,9,4,,,,-12,67.42,1030,-7,SE,8.2311,,,0,0,
394,395,2010,1,17,10,4,,,,-11,62.69,1030,-5,SE,9.7744,,,0,0,
395,396,2010,1,17,11,4,,,,-10,54.23,1029,-2,SW,1.5433,,,0,0,
396,397,2010,1,17,12,4,,,,-9,54.51,1028,-1,SW,3.6011,,,0,0,
397,398,2010,1,17,13,4,,,,-9,50.68,1027,0,SW,5.6589,,,0,0,
398,399,2010,1,17,14,4,,,,-9,50.68,1026,0,SE,2.0578,,,0,0,
399,400,2010,1,17,15,4,,,,-7,59.21,1026,0,SW,2.0578,,,0,0,
400,401,2010,1,17,16,4,,,,-8,58.95,1025,-1,SE,2.0578,,,0,0,
401,402,2010,1,17,17,4,,,,-8,63.45,1025,-2,SW,1.5433,,,0,0,
402,403,2010,1,17,18,4,,,,-8,68.33,1025,-3,SW,3.0866,,,0,0,
403,404,2010,1,17,19,4,,,,-7,73.84,1025,-3,SE,1.5433,,,0,0,
404,405,2010,1,17,20,4,,,,-6,74.03,1025,-2,SW,2.0578,,,0,0,
405,406,2010,1,17,21,4,,,,-6,68.78,1025,-1,SW,3.6011,,,0,0,
406,407,2010,1,17,22,4,,,,-5,74.22,1025,-1,SW,5.1444,,,0,0,
407,408,2010,1,17,23,4,,,,-5,79.89,1025,-2,SW,6.1733,,,0,0,
408,409,2010,1,18,0,4,,,,-5,79.89,1025,-2,SW,7.7166,,,0,0,
409,410,2010,1,18,1,4,,,,-5,86.04,1025,-3,SW,9.2599,,,0,0,
410,411,2010,1,18,2,4,,,,-6,79.73,1026,-3,SW,10.8032,,,0,0,
411,412,2010,1,18,3,4,,,,-7,79.58,1026,-4,SW,11.8321,,,0,0,
412,413,2010,1,18,4,4,,,,-8,85.7,1027,-6,SW,12.3465,,,0,0,
413,414,2010,1,18,5,4,,,,-12,85.23,1027,-10,SW,12.8609,,,0,0,
414,415,2010,1,18,6,4,,,,-11,92.36,1027,-10,cv,0.5144,,,0,0,
415,416,2010,1,18,7,4,,,,-12,92.29,1028,-11,cv,1.0288,,,0,0,
416,417,2010,1,18,8,4,,,,-10,92.42,1028,-9,SE,1.0289,,,0,0,
417,418,2010,1,18,9,4,,,,-10,92.42,1028,-9,SE,1.5433,,,0,0,
418,419,2010,1,18,10,4,,,,-6,92.67,1029,-5,cv,0.5144,,,0,0,
419,420,2010,1,18,11,4,,,,-5,79.89,1029,-2,cv,1.0288,,,0,0,
420,421,2010,1,18,12,4,,,,-5,69,1028,0,cv,1.5432,,,0,0,
421,422,2010,1,18,13,4,,,,-4,64.42,1027,2,SE,1.0289,,,0,0,
422,423,2010,1,18,14,4,,,,-4,60,1026,3,cv,0.5144,,,0,0,
423,424,2010,1,18,15,4,,,,-4,64.42,1026,2,SW,1.0289,,,0,0,
424,425,2010,1,18,16,4,,,,-4,64.42,1026,2,SW,1.5433,,,0,0,
425,426,2010,1,18,17,4,,,,-4,74.41,1026,0,SW,2.5722,,,0,0,
426,427,2010,1,18,18,4,,,,-4,80.04,1026,-1,SW,3.6011,,,0,0,
427,428,2010,1,18,19,4,,,,-5,79.89,1025,-2,SE,1.5433,,,0,0,
428,429,2010,1,18,20,4,,,,-6,74.03,1025,-2,SE,2.5722,,,0,0,
429,430,2010,1,18,21,4,,,,-6,74.03,1025,-2,SE,4.1155,,,0,0,
430,431,2010,1,18,22,4,,,,-5,74.22,1025,-1,SW,2.0578,,,0,0,
431,432,2010,1,18,23,4,,,,-4,80.04,1024,-1,SW,4.1156,,,0,0,
432,433,2010,1,19,0,4,,,,-4,74.41,1024,0,SW,5.6589,,,0,0,
433,434,2010,1,19,1,4,,,,-3,80.19,1024,0,SW,7.7167,,,0,0,
434,435,2010,1,19,2,4,,,,-3,74.59,1024,1,SW,9.7745,,,0,0,
435,436,2010,1,19,3,4,,,,-2,80.34,1023,1,SW,11.8323,,,0,0,
436,437,2010,1,19,4,4,,,,-2,74.78,1023,2,SW,13.8901,,,0,0,
437,438,2010,1,19,5,4,,,,-2,74.78,1022,2,SW,15.9479,,,0,0,
438,439,2010,1,19,6,4,,,,-1,74.96,1022,3,SE,2.0578,,,0,0,
439,440,2010,1,19,7,4,,,,-1,74.96,1022,3,SW,2.0578,,,0,0,
440,441,2010,1,19,8,4,,,,0,80.63,1022,3,SE,2.0578,,,0,0,
441,442,2010,1,19,9,4,,,,0,80.63,1022,3,SW,2.5722,,,0,0,
442,443,2010,1,19,10,4,,,,0,75.14,1022,4,SW,4.63,,,0,0,
443,444,2010,1,19,11,4,,,,0,75.14,1021,4,SW,6.6878,,,0,0,
444,445,2010,1,19,12,4,,,,0,75.14,1020,4,SW,9.26,,,0,0,
445,446,2010,1,19,13,4,,,,0,75.14,1019,4,SW,11.3178,,,0,0,
446,447,2010,1,19,14,4,,,,1,80.78,1018,4,SW,13.89,,,0,0,
447,448,2010,1,19,15,4,,,,1,80.78,1019,4,SW,15.4333,,,0,0,
448,449,2010,1,19,16,4,,,,1,80.78,1019,4,SW,17.4911,,,0,0,
449,450,2010,1,19,17,4,,,,1,80.78,1019,4,SW,19.0344,,,0,0,
450,451,2010,1,19,18,4,,,,1,86.68,1020,3,SW,20.0633,,,0,0,
451,452,2010,1,19,19,4,,,,1,86.68,1020,3,SW,21.0922,,,0,0,
452,453,2010,1,19,20,4,,,,1,86.68,1020,3,SE,1.0289,,,0,0,
453,454,2010,1,19,21,4,,,,1,86.68,1020,3,cv,0.5144,,,0,0,
454,455,2010,1,19,22,4,,,,1,86.68,1021,3,SE,0.5144,,,0,0,
455,456,2010,1,19,23,4,,,,0,86.58,1022,2,NW,1.0289,,,0,0,
456,457,2010,1,20,0,4,,,,1,93.08,1023,2,NW,3.0867,,,0,0,
457,458,2010,1,20,1,4,,,,-1,92.96,1023,0,NW,6.1734,,,0,0,
458,459,2010,1,20,2,4,,,,-4,92.79,1024,-3,NE,5.1444,,,0,0,
459,460,2010,1,20,3,4,,,,-7,79.58,1024,-4,NW,4.63,,,0,0,
460,461,2010,1,20,4,4,,,,-9,73.45,1026,-5,NE,5.1444,,,0,0,
461,462,2010,1,20,5,4,,,,-10,73.25,1027,-6,NW,4.63,,,0,0,
462,463,2010,1,20,6,4,,,,-11,73.05,1028,-7,NE,4.63,,,0,0,
463,464,2010,1,20,7,4,,,,-13,67.19,1029,-8,NW,5.1444,,,0,0,
464,465,2010,1,20,8,4,,,,-13,72.65,1030,-9,NW,10.2888,,,0,0,
465,466,2010,1,20,9,4,,,,-13,72.65,1031,-9,NE,4.63,,,0,0,
466,467,2010,1,20,10,4,,,,-14,66.95,1031,-9,NW,4.63,,,0,0,
467,468,2010,1,20,11,4,,,,-12,67.42,1031,-7,NW,9.26,,,0,0,
468,469,2010,1,20,12,4,,,,-12,67.42,1030,-7,NE,5.1444,,,0,0,
469,470,2010,1,20,13,4,,,,-13,67.19,1031,-8,NE,10.2888,,,0,0,
470,471,2010,1,20,14,4,,,,-12,72.85,1031,-8,NW,3.6011,,,0,0,
471,472,2010,1,20,15,4,,,,-13,67.19,1030,-8,NE,3.6011,,,0,0,
472,473,2010,1,20,16,4,,,,-15,61.65,1031,-9,NW,3.6011,,,0,0,
473,474,2010,1,20,17,4,,,,-17,56.45,1031,-10,NW,7.2022,,,0,0,
474,475,2010,1,20,18,4,,,,-19,47.62,1031,-10,NW,10.2889,,,0,0,
475,476,2010,1,20,19,4,,,,-20,43.68,1031,-10,NE,3.0867,,,0,0,
476,477,2010,1,20,20,4,,,,-20,47.3,1032,-11,NE,5.6589,,,0,0,
477,478,2010,1,20,21,4,,,,-20,47.3,1032,-11,NE,7.7167,,,0,0,
478,479,2010,1,20,22,4,,,,-19,55.87,1032,-12,NE,9.7745,,,0,0,
479,480,2010,1,20,23,4,,,,-20,51.25,1032,-12,NE,10.8034,,,0,0,
480,481,2010,1,21,0,4,,,,-19,60.58,1032,-13,NE,11.8323,,,0,0,
481,482,2010,1,21,1,4,,,,-24,36.01,1032,-12,NW,3.0867,,,0,0,
482,483,2010,1,21,2,4,,,,-23,42.7,1032,-13,NE,1.0289,,,0,0,
483,484,2010,1,21,3,4,,,,-23,46.33,1032,-14,NE,1.5433,,,0,0,
484,485,2010,1,21,4,4,,,,-22,50.63,1032,-14,NE,3.6011,,,0,0,
485,486,2010,1,21,5,4,,,,-22,54.98,1032,-15,NE,5.1444,,,0,0,
486,487,2010,1,21,6,4,,,,-22,54.98,1032,-15,NE,6.6877,,,0,0,
487,488,2010,1,21,7,4,,,,-23,54.68,1033,-16,NE,8.231,,,0,0,
488,489,2010,1,21,8,4,,,,-22,54.98,1033,-15,NE,9.2599,,,0,0,
489,490,2010,1,21,9,4,,,,-24,42.37,1033,-14,NE,11.3177,,,0,0,
490,491,2010,1,21,10,4,,,,-25,35.67,1034,-13,NE,12.861,,,0,0,
491,492,2010,1,21,11,4,,,,-24,36.01,1033,-12,NE,14.4043,,,0,0,
492,493,2010,1,21,12,4,,,,-24,33.23,1033,-11,NW,2.0578,,,0,0,
493,494,2010,1,21,13,4,,,,-23,36.34,1032,-11,NW,4.63,,,0,0,
494,495,2010,1,21,14,4,,,,-23,36.34,1031,-11,NW,6.1733,,,0,0,
495,496,2010,1,21,15,4,,,,-22,39.71,1031,-11,NW,7.7166,,,0,0,
496,497,2010,1,21,16,4,,,,-22,39.71,1031,-11,NW,8.7455,,,0,0,
497,498,2010,1,21,17,4,,,,-22,43.03,1031,-12,NW,9.2599,,,0,0,
498,499,2010,1,21,18,4,,,,-20,55.57,1031,-13,SE,1.0289,,,0,0,
499,500,2010,1,21,19,4,,,,-19,60.58,1031,-13,SE,2.0578,,,0,0,
500,501,2010,1,21,20,4,,,,-19,60.58,1031,-13,SE,3.0867,,,0,0,
501,502,2010,1,21,21,4,,,,-19,65.73,1031,-14,SE,4.1156,,,0,0,
502,503,2010,1,21,22,4,,,,-19,71.38,1031,-15,SW,0.5144,,,0,0,
503,504,2010,1,21,23,4,,,,-19,71.38,1031,-15,SW,2.0577,,,0,0,
504,505,2010,1,22,0,4,,,,-19,71.38,1031,-15,SW,3.0866,,,0,0,
505,506,2010,1,22,1,4,,,,-19,71.38,1030,-15,SW,4.1155,,,0,0,
506,507,2010,1,22,2,4,,,,-19,65.73,1030,-14,SW,5.1444,,,0,0,
507,508,2010,1,22,3,4,,,,-19,71.38,1030,-15,SW,6.1733,,,0,0,
508,509,2010,1,22,4,4,,,,-19,77.57,1029,-16,SW,7.2022,,,0,0,
509,510,2010,1,22,5,4,,,,-19,71.38,1029,-15,SW,8.2311,,,0,0,
510,511,2010,1,22,6,4,,,,-19,71.38,1029,-15,SW,9.26,,,0,0,
511,512,2010,1,22,7,4,,,,-19,71.38,1029,-15,SW,10.2889,,,0,0,
512,513,2010,1,22,8,4,,,,-18,77.75,1029,-15,SW,10.8033,,,0,0,
513,514,2010,1,22,9,4,,,,-17,66.23,1029,-12,SW,12.3466,,,0,0,
514,515,2010,1,22,10,4,,,,-16,61.39,1029,-10,SW,13.8899,,,0,0,
515,516,2010,1,22,11,4,,,,-19,40.7,1028,-8,SW,16.4621,,,0,0,
516,517,2010,1,22,12,4,,,,-19,40.7,1028,-8,SW,19.0343,,,0,0,
517,518,2010,1,22,13,4,,,,-19,37.67,1028,-7,SW,21.6065,,,0,0,
518,519,2010,1,22,14,4,,,,-18,37.99,1027,-6,SW,24.1787,,,0,0,
519,520,2010,1,22,15,4,,,,-18,37.99,1027,-6,SW,26.7509,,,0,0,
520,521,2010,1,22,16,4,,,,-18,41.03,1027,-7,SW,28.8087,,,0,0,
521,522,2010,1,22,17,4,,,,-17,48.25,1027,-8,SW,30.352,,,0,0,
522,523,2010,1,22,18,4,,,,-16,56.74,1027,-9,SW,31.3809,,,0,0,
523,524,2010,1,22,19,4,,,,-16,61.39,1027,-10,SW,32.4098,,,0,0,
524,525,2010,1,22,20,4,,,,-16,61.39,1026,-10,SW,33.9531,,,0,0,
525,526,2010,1,22,21,4,,,,-16,66.47,1026,-11,SW,34.982,,,0,0,
526,527,2010,1,22,22,4,,,,-16,66.47,1026,-11,SW,36.0109,,,0,0,
527,528,2010,1,22,23,4,,,,-16,66.47,1026,-11,SW,37.0398,,,0,0,
528,529,2010,1,23,0,4,,,,-16,66.47,1026,-11,SW,38.5831,,,0,0,
529,530,2010,1,23,1,4,,,,-16,66.47,1026,-11,SW,40.1264,,,0,0,
530,531,2010,1,23,2,4,,,,-16,72.02,1026,-12,SW,40.6408,,,0,0,
531,532,2010,1,23,3,4,,,,-17,71.81,1026,-13,cv,0.5144,,,0,0,
532,533,2010,1,23,4,4,,,,-16,72.02,1025,-12,SW,1.5433,,,0,0,
533,534,2010,1,23,5,4,,,,-16,78.1,1025,-13,SW,2.5722,,,0,0,
534,535,2010,1,23,6,4,,,,-16,72.02,1025,-12,SW,3.6011,,,0,0,
535,536,2010,1,23,7,4,,,,-16,72.02,1025,-12,SW,4.63,,,0,0,
536,537,2010,1,23,8,4,,,,-15,72.23,1025,-11,SW,5.6589,,,0,0,
537,538,2010,1,23,9,4,,,,-14,66.95,1025,-9,SE,1.0289,,,0,0,
538,539,2010,1,23,10,4,,,,-13,62.18,1025,-7,SW,2.0578,,,0,0,
539,540,2010,1,23,11,4,,,,-12,57.86,1024,-5,SW,4.63,,,0,0,
540,541,2010,1,23,12,4,,,,-14,45.6,1023,-4,SW,7.2022,,,0,0,
541,542,2010,1,23,13,4,,,,-15,38.96,1022,-3,SW,9.7744,,,0,0,
542,543,2010,1,23,14,4,,,,-14,39.28,1022,-2,SW,12.8611,,,0,0,
543,544,2010,1,23,15,4,,,,-15,36.18,1022,-2,SW,15.4333,,,0,0,
544,545,2010,1,23,16,4,,,,-13,45.91,1022,-3,SW,18.0055,,,0,0,
545,546,2010,1,23,17,4,,,,-11,58.13,1022,-4,SW,20.0633,,,0,0,
546,547,2010,1,23,18,4,,,,-12,62.44,1022,-6,SW,21.6066,,,0,0,
547,548,2010,1,23,19,4,,,,-13,57.58,1021,-6,SW,23.1499,,,0,0,
548,549,2010,1,23,20,4,,,,-13,62.18,1021,-7,SW,24.6932,,,0,0,
549,550,2010,1,23,21,4,,,,-14,57.3,1021,-7,SW,25.7221,,,0,0,
550,551,2010,1,23,22,4,,,,-15,57.02,1021,-8,SW,26.751,,,0,0,
551,552,2010,1,23,23,4,,,,-14,57.3,1020,-7,SW,27.7799,,,0,0,
552,553,2010,1,24,0,4,,,,-14,66.95,1020,-9,SE,1.0289,,,0,0,
553,554,2010,1,24,1,4,,,,-14,66.95,1019,-9,SE,2.0578,,,0,0,
554,555,2010,1,24,2,4,,,,-14,61.92,1019,-8,SE,3.6011,,,0,0,
555,556,2010,1,24,3,4,,,,-13,72.65,1018,-9,SE,4.63,,,0,0,
556,557,2010,1,24,4,4,,,,-13,67.19,1017,-8,SE,5.6589,,,0,0,
557,558,2010,1,24,5,4,,,,-13,67.19,1017,-8,SE,6.6878,,,0,0,
558,559,2010,1,24,6,4,,,,-13,67.19,1016,-8,SE,8.2311,,,0,0,
559,560,2010,1,24,7,4,,,,-13,67.19,1016,-8,SE,9.7744,,,0,0,
560,561,2010,1,24,8,4,,,,-12,67.42,1016,-7,SW,2.0578,,,0,0,
561,562,2010,1,24,9,4,,,,-11,58.13,1016,-4,SW,4.1156,,,0,0,
562,563,2010,1,24,10,4,,,,-10,58.41,1015,-3,SW,7.2023,,,0,0,
563,564,2010,1,24,11,4,,,,-10,50.38,1014,-1,SW,11.3179,,,0,0,
564,565,2010,1,24,12,4,,,,-10,43.57,1013,1,SW,15.4335,,,0,0,
565,566,2010,1,24,13,4,,,,-10,43.57,1012,1,SW,20.0635,,,0,0,
566,567,2010,1,24,14,4,,,,-10,43.57,1012,1,SW,24.6935,,,0,0,
567,568,2010,1,24,15,4,,,,-10,43.57,1012,1,SW,28.8091,,,0,0,
568,569,2010,1,24,16,4,,,,-8,50.97,1012,1,SW,30.8669,,,0,0,
569,570,2010,1,24,17,4,,,,-7,63.69,1013,-1,SW,32.4102,,,0,0,
570,571,2010,1,24,18,4,,,,-6,74.03,1014,-2,SW,34.468,,,0,0,
571,572,2010,1,24,19,4,,,,-6,79.73,1014,-3,SW,36.5258,,,0,0,
572,573,2010,1,24,20,4,,,,-14,42.31,1017,-3,NW,5.1444,,,0,0,
573,574,2010,1,24,21,4,,,,-16,38.64,1019,-4,NW,10.8033,,,0,0,
574,575,2010,1,24,22,4,,,,-18,37.99,1021,-6,NW,15.9477,,,0,0,
575,576,2010,1,24,23,4,,,,-19,37.67,1023,-7,NW,20.0633,,,0,0,
576,577,2010,1,25,0,4,,,,-18,44.33,1024,-8,NW,22.1211,,,0,0,
577,578,2010,1,25,1,4,,,,-20,40.37,1025,-9,NW,26.2367,,,0,0,
578,579,2010,1,25,2,4,,,,-21,40.04,1026,-10,NW,29.3234,,,0,0,
579,580,2010,1,25,3,4,,,,-23,36.34,1027,-11,NW,32.9245,,,0,0,
580,581,2010,1,25,4,4,,,,-24,36.01,1027,-12,NW,36.5256,,,0,0,
581,582,2010,1,25,5,4,,,,-23,39.38,1028,-12,NW,39.6123,,,0,0,
582,583,2010,1,25,6,4,,,,-24,39.05,1028,-13,NW,41.6701,,,0,0,
583,584,2010,1,25,7,4,,,,-23,42.7,1029,-13,NW,43.2134,,,0,0,
584,585,2010,1,25,8,4,,,,-22,46.66,1030,-13,NW,43.7278,,,0,0,
585,586,2010,1,25,9,4,,,,-24,36.01,1030,-12,NW,45.2711,,,0,0,
586,587,2010,1,25,10,4,,,,-22,39.71,1031,-11,SW,1.5433,,,0,0,
587,588,2010,1,25,11,4,,,,-23,33.57,1030,-10,SW,2.5722,,,0,0,
588,589,2010,1,25,12,4,,,,-22,33.9,1030,-9,SW,4.1155,,,0,0,
589,590,2010,1,25,13,4,,,,-21,34.23,1029,-8,SW,5.6588,,,0,0,
590,591,2010,1,25,14,4,,,,-20,34.55,1028,-7,SW,8.231,,,0,0,
591,592,2010,1,25,15,4,,,,-18,37.99,1028,-6,SW,10.2888,,,0,0,
592,593,2010,1,25,16,4,,,,-19,34.88,1028,-6,SW,12.861,,,0,0,
593,594,2010,1,25,17,4,,,,-17,44.65,1028,-7,SW,15.4332,,,0,0,
594,595,2010,1,25,18,4,,,,-17,48.25,1028,-8,SW,16.9765,,,0,0,
595,596,2010,1,25,19,4,,,,-16,56.74,1028,-9,SE,1.5433,,,0,0,
596,597,2010,1,25,20,4,,,,-17,52.17,1028,-9,SE,2.5722,,,0,0,
597,598,2010,1,25,21,4,,,,-18,51.87,1027,-10,SW,1.0289,,,0,0,
598,599,2010,1,25,22,4,,,,-18,51.87,1027,-10,SE,1.0289,,,0,0,
599,600,2010,1,25,23,4,,,,-19,44.01,1027,-9,SE,2.5722,,,0,0,
600,601,2010,1,26,0,4,,,,-19,44.01,1026,-9,SE,4.1155,,,0,0,
601,602,2010,1,26,1,4,,,,-19,44.01,1026,-9,SW,1.5433,,,0,0,
602,603,2010,1,26,2,4,,,,-18,47.93,1026,-9,SW,3.0866,,,0,0,
603,604,2010,1,26,3,4,,,,-18,47.93,1026,-9,SW,4.1155,,,0,0,
604,605,2010,1,26,4,4,,,,-18,51.87,1026,-10,SE,1.0289,,,0,0,
605,606,2010,1,26,5,4,,,,-18,51.87,1025,-10,SE,2.5722,,,0,0,
606,607,2010,1,26,6,4,,,,-18,47.93,1025,-9,SE,4.1155,,,0,0,
