,No,year,month,day,hour,season,HUMI,TEMP,cbwd,TEMP_new,cbwd_new_bfill,cbwd_new_ffill
366,367,2010,1,16,6,4,76.26,-23.0,SE,-23.0,SE,SE
367,368,2010,1,16,7,4,83.82,-21.0,SE,-21.0,SE,SE
368,369,2010,1,16,8,4,76.84,-20.0,SE,-20.0,SE,SE
369,370,2010,1,16,9,4,65.48,-15.0,SE,-15.0,SE,SE
370,371,2010,1,16,10,4,60.58,-13.0,SE,-13.0,SE,SE
371,372,2010,1,16,11,4,61.12,-11.0,SE,-11.0,SE,SE
372,373,2010,1,16,12,4,52.17,-9.0,SE,-9.0,SE,SE
373,374,2010,1,16,13,4,48.87,-6.0,SE,-6.0,SE,SE
374,375,2010,1,16,14,4,53.36,-5.0,SE,-5.0,SE,SE
375,376,2010,1,16,15,4,58.13,-4.0,SE,-4.0,SE,SE
376,377,2010,1,16,16,4,62.69,-5.0,SW,-5.0,SW,SW
377,378,2010,1,16,17,4,73.25,-6.0,SW,-6.0,SW,SW
378,379,2010,1,16,18,4,73.25,-6.0,SW,-6.0,SW,SW
379,380,2010,1,16,19,4,73.25,-6.0,SE,-6.0,SE,SE
380,381,2010,1,16,20,4,67.65,-6.0,SE,-6.0,SE,SE
381,382,2010,1,16,21,4,67.65,-6.0,SE,-6.0,SE,SE
382,383,2010,1,16,22,4,62.69,-5.0,SE,-5.0,SE,SE
383,384,2010,1,16,23,4,62.69,-5.0,SE,-5.0,SE,SE
384,385,2010,1,17,0,4,62.69,-5.0,SE,-5.0,SE,SE
385,386,2010,1,17,1,4,62.69,-5.0,SW,-5.0,SW,SW
386,387,2010,1,17,2,4,67.88,-5.0,SE,-5.0,SE,SE
387,388,2010,1,17,3,4,67.88,-5.0,SW,-5.0,SW,SW
388,389,2010,1,17,4,4,67.88,-5.0,SW,-5.0,SW,SW
389,390,2010,1,17,5,4,67.88,-5.0,SE,-5.0,SE,SE
390,391,2010,1,17,6,4,67.65,-6.0,SE,-6.0,SE,SE
391,392,2010,1,17,7,4,67.42,-7.0,SE,-7.0,SE,SE
392,393,2010,1,17,8,4,72.85,-8.0,SE,-8.0,SE,SE
393,394,2010,1,17,9,4,67.42,-7.0,SE,-7.0,SE,SE
394,395,2010,1,17,10,4,62.69,-5.0,SE,-5.0,SE,SE
395,396,2010,1,17,11,4,54.23,-2.0,SW,-2.0,SW,SW
396,397,2010,1,17,12,4,54.51,-1.0,SW,-1.0,SW,SW
397,398,2010,1,17,13,4,50.68,0.0,SW,0.0,SW,SW
398,399,2010,1,17,14,4,50.68,0.0,SE,0.0,SE,SE
399,400,2010,1,17,15,4,59.21,0.0,SW,0.0,SW,SW
400,401,2010,1,17,16,4,58.95,-1.0,SE,-1.0,SE,SE
401,402,2010,1,17,17,4,63.45,-2.0,SW,-2.0,SW,SW
402,403,2010,1,17,18,4,68.33,-3.0,SW,-3.0,SW,SW
403,404,2010,1,17,19,4,73.84,-3.0,SE,-3.0,SE,SE
404,405,2010,1,17,20,4,74.03,-2.0,SW,-2.0,SW,SW
405,406,2010,1,17,21,4,68.78,-1.0,SW,-1.0,SW,SW
406,407,2010,1,17,22,4,74.22,-1.0,SW,-1.0,SW,SW
407,408,2010,1,17,23,4,79.89,-2.0,SW,-2.0,SW,SW
408,409,2010,1,18,0,4,79.89,-2.0,SW,-2.0,SW,SW
409,410,2010,1,18,1,4,86.04,-3.0,SW,-3.0,SW,SW
410,411,2010,1,18,2,4,79.73,-3.0,SW,-3.0,SW,SW
411,412,2010,1,18,3,4,79.58,-4.0,SW,-4.0,SW,SW
412,413,2010,1,18,4,4,85.7,-6.0,SW,-6.0,SW,SW
413,414,2010,1,18,5,4,85.23,-10.0,SW,-10.0,SW,SW
414,415,2010,1,18,6,4,92.36,-10.0,cv,-10.0,cv,cv
415,416,2010,1,18,7,4,92.29,-11.0,cv,-11.0,cv,cv
416,417,2010,1,18,8,4,92.42,-9.0,SE,-9.0,SE,SE
417,418,2010,1,18,9,4,92.42,-9.0,SE,-9.0,SE,SE
418,419,2010,1,18,10,4,92.67,-5.0,cv,-5.0,cv,cv
419,420,2010,1,18,11,4,79.89,-2.0,cv,-2.0,cv,cv
420,421,2010,1,18,12,4,69.0,0.0,cv,0.0,cv,cv
421,422,2010,1,18,13,4,64.42,2.0,SE,2.0,SE,SE
422,423,2010,1,18,14,4,60.0,3.0,cv,3.0,cv,cv
423,424,2010,1,18,15,4,64.42,2.0,SW,2.0,SW,SW
424,425,2010,1,18,16,4,64.42,2.0,SW,2.0,SW,SW
425,426,2010,1,18,17,4,74.41,0.0,SW,0.0,SW,SW
426,427,2010,1,18,18,4,80.04,-1.0,SW,-1.0,SW,SW
427,428,2010,1,18,19,4,79.89,-2.0,SE,-2.0,SE,SE
428,429,2010,1,18,20,4,74.03,-2.0,SE,-2.0,SE,SE
429,430,2010,1,18,21,4,74.03,-2.0,SE,-2.0,SE,SE
430,431,2010,1,18,22,4,74.22,-1.0,SW,-1.0,SW,SW
431,432,2010,1,18,23,4,80.04,-1.0,SW,-1.0,SW,SW
432,433,2010,1,19,0,4,74.41,0.0,SW,0.0,SW,SW
433,434,2010,1,19,1,4,80.19,0.0,SW,0.0,SW,SW
434,435,2010,1,19,2,4,74.59,1.0,SW,1.0,SW,SW
435,436,2010,1,19,3,4,80.34,1.0,SW,1.0,SW,SW
436,437,2010,1,19,4,4,74.78,2.0,SW,2.0,SW,SW
437,438,2010,1,19,5,4,74.78,2.0,SW,2.0,SW,SW
438,439,2010,1,19,6,4,74.96,3.0,SE,3.0,SE,SE
439,440,2010,1,19,7,4,74.96,3.0,SW,3.0,SW,SW
440,441,2010,1,19,8,4,80.63,3.0,SE,3.0,SE,SE
441,442,2010,1,19,9,4,80.63,3.0,SW,3.0,SW,SW
442,443,2010,1,19,10,4,75.14,4.0,SW,4.0,SW,SW
443,444,2010,1,19,11,4,75.14,4.0,SW,4.0,SW,SW
444,445,2010,1,19,12,4,75.14,4.0,SW,4.0,SW,SW
445,446,2010,1,19,13,4,75.14,4.0,SW,4.0,SW,SW
446,447,2010,1,19,14,4,80.78,4.0,SW,4.0,SW,SW
447,448,2010,1,19,15,4,80.78,4.0,SW,4.0,SW,SW
448,449,2010,1,19,16,4,80.78,4.0,SW,4.0,SW,SW
449,450,2010,1,19,17,4,80.78,4.0,SW,4.0,SW,SW
450,451,2010,1,19,18,4,86.68,3.0,SW,3.0,SW,SW
451,452,2010,1,19,19,4,86.68,3.0,SW,3.0,SW,SW
452,453,2010,1,19,20,4,86.68,3.0,SE,3.0,SE,SE
453,454,2010,1,19,21,4,86.68,3.0,cv,3.0,cv,cv
454,455,2010,1,19,22,4,86.68,3.0,SE,3.0,SE,SE
455,456,2010,1,19,23,4,86.58,2.0,NW,2.0,NW,NW
456,457,2010,1,20,0,4,93.08,2.0,NW,2.0,NW,NW
457,458,2010,1,20,1,4,92.96,0.0,NW,0.0,NW,NW
458,459,2010,1,20,2,4,92.79,-3.0,NE,-3.0,NE,NE
459,460,2010,1,20,3,4,79.58,-4.0,NW,-4.0,NW,NW
460,461,2010,1,20,4,4,73.45,-5.0,NE,-5.0,NE,NE
461,462,2010,1,20,5,4,73.25,-6.0,NW,-6.0,NW,NW
462,463,2010,1,20,6,4,73.05,-7.0,NE,-7.0,NE,NE
463,464,2010,1,20,7,4,67.19,-8.0,NW,-8.0,NW,NW
464,465,2010,1,20,8,4,72.65,-9.0,NW,-9.0,NW,NW
465,466,2010,1,20,9,4,72.65,-9.0,NE,-9.0,NE,NE
466,467,2010,1,20,10,4,66.95,-9.0,NW,-9.0,NW,NW
467,468,2010,1,20,11,4,67.42,-7.0,NW,-7.0,NW,NW
468,469,2010,1,20,12,4,67.42,-7.0,NE,-7.0,NE,NE
469,470,2010,1,20,13,4,67.19,-8.0,NE,-8.0,NE,NE
470,471,2010,1,20,14,4,72.85,-8.0,NW,-8.0,NW,NW
471,472,2010,1,20,15,4,67.19,-8.0,NE,-8.0,NE,NE
472,473,2010,1,20,16,4,61.65,-9.0,NW,-9.0,NW,NW
473,474,2010,1,20,17,4,56.45,-10.0,NW,-10.0,NW,NW
474,475,2010,1,20,18,4,47.62,-10.0,NW,-10.0,NW,NW
475,476,2010,1,20,19,4,43.68,-10.0,NE,-10.0,NE,NE
476,477,2010,1,20,20,4,47.3,-11.0,NE,-11.0,NE,NE
477,478,2010,1,20,21,4,47.3,-11.0,NE,-11.0,NE,NE
478,479,2010,1,20,22,4,55.87,-12.0,NE,-12.0,NE,NE
479,480,2010,1,20,23,4,51.25,-12.0,NE,-12.0,NE,NE
480,481,2010,1,21,0,4,60.58,-13.0,NE,-13.0,NE,NE
481,482,2010,1,21,1,4,36.01,-12.0,NW,-12.0,NW,NW
482,483,2010,1,21,2,4,42.7,-13.0,NE,-13.0,NE,NE
483,484,2010,1,21,3,4,46.33,-14.0,NE,-14.0,NE,NE
484,485,2010,1,21,4,4,50.63,-14.0,NE,-14.0,NE,NE
485,486,2010,1,21,5,4,54.98,-15.0,NE,-15.0,NE,NE
486,487,2010,1,21,6,4,54.98,-15.0,NE,-15.0,NE,NE
487,488,2010,1,21,7,4,54.68,-16.0,NE,-16.0,NE,NE
488,489,2010,1,21,8,4,54.98,-15.0,NE,-15.0,NE,NE
489,490,2010,1,21,9,4,42.37,-14.0,NE,-14.0,NE,NE
490,491,2010,1,21,10,4,35.67,-13.0,NE,-13.0,NE,NE
491,492,2010,1,21,11,4,36.01,-12.0,NE,-12.0,NE,NE
492,493,2010,1,21,12,4,33.23,-11.0,NW,-11.0,NW,NW
493,494,2010,1,21,13,4,36.34,-11.0,NW,-11.0,NW,NW
494,495,2010,1,21,14,4,36.34,-11.0,NW,-11.0,NW,NW
495,496,2010,1,21,15,4,39.71,-11.0,NW,-11.0,NW,NW
496,497,2010,1,21,16,4,39.71,-11.0,NW,-11.0,NW,NW
497,498,2010,1,21,17,4,43.03,-12.0,NW,-12.0,NW,NW
498,499,2010,1,21,18,4,55.57,-13.0,SE,-13.0,SE,SE
499,500,2010,1,21,19,4,60.58,-13.0,SE,-13.0,SE,SE
500,501,2010,1,21,20,4,60.58,-13.0,SE,-13.0,SE,SE
501,502,2010,1,21,21,4,65.73,-14.0,SE,-14.0,SE,SE
502,503,2010,1,21,22,4,71.38,-15.0,SW,-15.0,SW,SW
503,504,2010,1,21,23,4,71.38,-15.0,SW,-15.0,SW,SW
504,505,2010,1,22,0,4,71.38,-15.0,SW,-15.0,SW,SW
505,506,2010,1,22,1,4,71.38,-15.0,SW,-15.0,SW,SW
506,507,2010,1,22,2,4,65.73,-14.0,SW,-14.0,SW,SW
507,508,2010,1,22,3,4,71.38,-15.0,SW,-15.0,SW,SW
508,509,2010,1,22,4,4,77.57,-16.0,SW,-16.0,SW,SW
509,510,2010,1,22,5,4,71.38,-15.0,SW,-15.0,SW,SW
510,511,2010,1,22,6,4,71.38,-15.0,SW,-15.0,SW,SW
511,512,2010,1,22,7,4,71.38,-15.0,SW,-15.0,SW,SW
512,513,2010,1,22,8,4,77.75,-15.0,SW,-15.0,SW,SW
513,514,2010,1,22,9,4,66.23,-12.0,SW,-12.0,SW,SW
514,515,2010,1,22,10,4,61.39,-10.0,SW,-10.0,SW,SW
515,516,2010,1,22,11,4,40.7,-8.0,SW,-8.0,SW,SW
516,517,2010,1,22,12,4,40.7,-8.0,SW,-8.0,SW,SW
517,518,2010,1,22,13,4,37.67,-7.0,SW,-7.0,SW,SW
518,519,2010,1,22,14,4,37.99,-6.0,SW,-6.0,SW,SW
519,520,2010,1,22,15,4,37.99,-6.0,SW,-6.0,SW,SW
520,521,2010,1,22,16,4,41.03,-7.0,SW,-7.0,SW,SW
521,522,2010,1,22,17,4,48.25,-8.0,SW,-8.0,SW,SW
522,523,2010,1,22,18,4,56.74,-9.0,SW,-9.0,SW,SW
523,524,2010,1,22,19,4,61.39,-10.0,SW,-10.0,SW,SW
524,525,2010,1,22,20,4,61.39,-10.0,SW,-10.0,SW,SW
525,526,2010,1,22,21,4,66.47,-11.0,SW,-11.0,SW,SW
526,527,2010,1,22,22,4,66.47,-11.0,SW,-11.0,SW,SW
527,528,2010,1,22,23,4,66.47,-11.0,SW,-11.0,SW,SW
528,529,2010,1,23,0,4,66.47,-11.0,SW,-11.0,SW,SW
529,530,2010,1,23,1,4,66.47,-11.0,SW,-11.0,SW,SW
530,531,2010,1,23,2,4,72.02,-12.0,SW,-12.0,SW,SW
531,532,2010,1,23,3,4,71.81,-13.0,cv,-13.0,cv,cv
532,533,2010,1,23,4,4,72.02,-12.0,SW,-12.0,SW,SW
533,534,2010,1,23,5,4,78.1,-13.0,SW,-13.0,SW,SW
534,535,2010,1,23,6,4,72.02,-12.0,SW,-12.0,SW,SW
535,536,2010,1,23,7,4,72.02,-12.0,SW,-12.0,SW,SW
536,537,2010,1,23,8,4,72.23,-11.0,SW,-11.0,SW,SW
537,538,2010,1,23,9,4,66.95,-9.0,SE,-9.0,SE,SE
538,539,2010,1,23,10,4,62.18,-7.0,SW,-7.0,SW,SW
539,540,2010,1,23,11,4,57.86,-5.0,SW,-5.0,SW,SW
540,541,2010,1,23,12,4,45.6,-4.0,SW,-4.0,SW,SW
541,542,2010,1,23,13,4,38.96,-3.0,SW,-3.0,SW,SW
542,543,2010,1,23,14,4,39.28,-2.0,SW,-2.0,SW,SW
543,544,2010,1,23,15,4,36.18,-2.0,SW,-2.0,SW,SW
544,545,2010,1,23,16,4,45.91,-3.0,SW,-3.0,SW,SW
545,546,2010,1,23,17,4,58.13,-4.0,SW,-4.0,SW,SW
546,547,2010,1,23,18,4,62.44,-6.0,SW,-6.0,SW,SW
547,548,2010,1,23,19,4,57.58,-6.0,SW,-6.0,SW,SW
548,549,2010,1,23,20,4,62.18,-7.0,SW,-7.0,SW,SW
549,550,2010,1,23,21,4,57.3,-7.0,SW,-7.0,SW,SW
550,551,2010,1,23,22,4,57.02,-8.0,SW,-8.0,SW,SW
551,552,2010,1,23,23,4,57.3,-7.0,SW,-7.0,SW,SW
552,553,2010,1,24,0,4,66.95,-9.0,SE,-9.0,SE,SE
553,554,2010,1,24,1,4,66.95,-9.0,SE,-9.0,SE,SE
554,555,2010,1,24,2,4,61.92,-8.0,SE,-8.0,SE,SE
555,556,2010,1,24,3,4,72.65,-9.0,SE,-9.0,SE,SE
556,557,2010,1,24,4,4,67.19,-8.0,SE,-8.0,SE,SE
557,558,2010,1,24,5,4,67.19,-8.0,SE,-8.0,SE,SE
558,559,2010,1,24,6,4,67.19,-8.0,SE,-8.0,SE,SE
559,560,2010,1,24,7,4,67.19,-8.0,SE,-8.0,SE,SE
560,561,2010,1,24,8,4,67.42,-7.0,SW,-7.0,SW,SW
561,562,2010,1,24,9,4,58.13,-4.0,SW,-4.0,SW,SW
562,563,2010,1,24,10,4,58.41,-3.0,SW,-3.0,SW,SW
563,564,2010,1,24,11,4,50.38,-1.0,SW,-1.0,SW,SW
564,565,2010,1,24,12,4,43.57,1.0,SW,1.0,SW,SW
565,566,2010,1,24,13,4,43.57,1.0,SW,1.0,SW,SW
566,567,2010,1,24,14,4,43.57,1.0,SW,1.0,SW,SW
567,568,2010,1,24,15,4,43.57,1.0,SW,1.0,SW,SW
568,569,2010,1,24,16,4,50.97,1.0,SW,1.0,SW,SW
569,570,2010,1,24,17,4,63.69,-1.0,SW,-1.0,SW,SW
570,571,2010,1,24,18,4,74.03,-2.0,SW,-2.0,SW,SW
571,572,2010,1,24,19,4,79.73,-3.0,SW,-3.0,SW,SW
572,573,2010,1,24,20,4,42.31,-3.0,NW,-3.0,NW,NW
573,574,2010,1,24,21,4,38.64,-4.0,NW,-4.0,NW,NW
574,575,2010,1,24,22,4,37.99,-6.0,NW,-6.0,NW,NW
575,576,2010,1,24,23,4,37.67,-7.0,NW,-7.0,NW,NW
576,577,2010,1,25,0,4,44.33,-8.0,NW,-8.0,NW,NW
577,578,2010,1,25,1,4,40.37,-9.0,NW,-9.0,NW,NW
578,579,2010,1,25,2,4,40.04,-10.0,NW,-10.0,NW,NW
579,580,2010,1,25,3,4,36.34,-11.0,NW,-11.0,NW,NW
580,581,2010,1,25,4,4,36.01,-12.0,NW,-12.0,NW,NW
581,582,2010,1,25,5,4,39.38,-12.0,NW,-12.0,NW,NW
582,583,2010,1,25,6,4,39.05,-13.0,NW,-13.0,NW,NW
583,584,2010,1,25,7,4,42.7,-13.0,NW,-13.0,NW,NW
584,585,2010,1,25,8,4,46.66,-13.0,NW,-13.0,NW,NW
585,586,2010,1,25,9,4,36.01,-12.0,NW,-12.0,NW,NW
586,587,2010,1,25,10,4,39.71,-11.0,SW,-11.0,SW,SW
587,588,2010,1,25,11,4,33.57,-10.0,SW,-10.0,SW,SW
588,589,2010,1,25,12,4,33.9,-9.0,SW,-9.0,SW,SW
589,590,2010,1,25,13,4,34.23,-8.0,SW,-8.0,SW,SW
590,591,2010,1,25,14,4,34.55,-7.0,SW,-7.0,SW,SW
591,592,2010,1,25,15,4,37.99,-6.0,SW,-6.0,SW,SW
592,593,2010,1,25,16,4,34.88,-6.0,SW,-6.0,SW,SW
593,594,2010,1,25,17,4,44.65,-7.0,SW,-7.0,SW,SW
594,595,2010,1,25,18,4,48.25,-8.0,SW,-8.0,SW,SW
595,596,2010,1,25,19,4,56.74,-9.0,SE,-9.0,SE,SE
596,597,2010,1,25,20,4,52.17,-9.0,SE,-9.0,SE,SE
597,598,2010,1,25,21,4,51.87,-10.0,SW,-10.0,SW,SW
598,599,2010,1,25,22,4,51.87,-10.0,SE,-10.0,SE,SE
599,600,2010,1,25,23,4,44.01,-9.0,SE,-9.0,SE,SE
600,601,2010,1,26,0,4,44.01,-9.0,SE,-9.0,SE,SE
601,602,2010,1,26,1,4,44.01,-9.0,SW,-9.0,SW,SW
602,603,2010,1,26,2,4,47.93,-9.0,SW,-9.0,SW,SW
603,604,2010,1,26,3,4,47.93,-9.0,SW,-9.0,SW,SW
604,605,2010,1,26,4,4,51.87,-10.0,SE,-10.0,SE,SE
605,606,2010,1,26,5,4,51.87,-10.0,SE,-10.0,SE,SE
606,607,2010,1,26,6,4,47.93,-9.0,SE,-9.0,SE,SE
607,608,2010,1,26,7,4,47.93,-9.0,SE,-9.0,SE,SE
608,609,2010,1,26,8,4,47.93,-9.0,SE,-9.0,SE,SE
609,610,2010,1,26,9,4,44.97,-6.0,SE,-6.0,SE,SE
610,611,2010,1,26,10,4,35.86,-3.0,SW,-3.0,SW,SW
611,612,2010,1,26,11,4,36.18,-2.0,SW,-2.0,SW,SW
612,613,2010,1,26,12,4,33.93,0.0,SW,0.0,SW,SW
613,614,2010,1,26,13,4,31.56,1.0,SW,1.0,SW,SW
614,615,2010,1,26,14,4,34.25,1.0,SW,1.0,SW,SW
615,616,2010,1,26,15,4,37.13,1.0,SW,1.0,SW,SW
616,617,2010,1,26,16,4,37.13,1.0,SW,1.0,SW,SW
617,618,2010,1,26,17,4,39.92,0.0,SW,0.0,SW,SW
618,619,2010,1,26,18,4,54.23,-2.0,SW,-2.0,SW,SW
619,620,2010,1,26,19,4,54.23,-2.0,SW,-2.0,SW,SW
620,621,2010,1,26,20,4,54.23,-2.0,SW,-2.0,SW,SW
621,622,2010,1,26,21,4,54.23,-2.0,SW,-2.0,SW,SW
622,623,2010,1,26,22,4,54.23,-2.0,SW,-2.0,SW,SW
623,624,2010,1,26,23,4,54.23,-2.0,SW,-2.0,SW,SW
624,625,2010,1,27,0,4,54.23,-2.0,SW,-2.0,SW,SW
625,626,2010,1,27,1,4,50.38,-1.0,SW,-1.0,SW,SW
626,627,2010,1,27,2,4,54.51,-1.0,SW,-1.0,SW,SW
627,628,2010,1,27,3,4,50.68,0.0,SW,0.0,SW,SW
628,629,2010,1,27,4,4,59.21,0.0,SW,0.0,SW,SW
629,630,2010,1,27,5,4,59.21,0.0,SW,0.0,SW,SW
630,631,2010,1,27,6,4,63.94,0.0,SW,0.0,SW,SW
631,632,2010,1,27,7,4,63.94,0.0,SW,0.0,SW,SW
632,633,2010,1,27,8,4,63.94,0.0,SW,0.0,SW,SW
633,634,2010,1,27,9,4,63.94,0.0,SW,0.0,SW,SW
634,635,2010,1,27,10,4,59.48,1.0,SW,1.0,SW,SW
635,636,2010,1,27,11,4,59.74,2.0,SW,2.0,SW,SW
636,637,2010,1,27,12,4,100.0,-1.0,SW,-1.0,SW,SW
637,638,2010,1,27,13,4,100.0,-1.0,SW,-1.0,SW,SW
638,639,2010,1,27,14,4,92.96,0.0,SW,0.0,SW,SW
639,640,2010,1,27,15,4,92.96,0.0,SW,0.0,SW,SW
640,641,2010,1,27,16,4,100.0,-1.0,NW,-1.0,NW,NW
641,642,2010,1,27,17,4,100.0,-1.0,NW,-1.0,NW,NW
642,643,2010,1,27,18,4,100.0,-2.0,NW,-2.0,NW,NW
643,644,2010,1,27,19,4,79.73,-3.0,NW,-3.0,NW,NW
644,645,2010,1,27,20,4,73.65,-4.0,NW,-4.0,NW,NW
645,646,2010,1,27,21,4,67.65,-6.0,NE,-6.0,NE,NE
646,647,2010,1,27,22,4,57.02,-8.0,NW,-8.0,NW,NW
647,648,2010,1,27,23,4,51.87,-10.0,NW,-10.0,NW,NW
648,649,2010,1,28,0,4,43.36,-11.0,NW,-11.0,NW,NW
649,650,2010,1,28,1,4,46.98,-12.0,NW,-12.0,NW,NW
650,651,2010,1,28,2,4,42.7,-13.0,NW,-13.0,NW,NW
651,652,2010,1,28,3,4,46.33,-14.0,NW,-14.0,NW,NW
652,653,2010,1,28,4,4,54.68,-16.0,cv,-16.0,cv,cv
653,654,2010,1,28,5,4,70.26,-20.0,cv,-20.0,cv,cv
654,655,2010,1,28,6,4,70.03,-21.0,cv,-21.0,cv,cv
655,656,2010,1,28,7,4,64.46,-19.0,SE,-19.0,SE,SE
656,657,2010,1,28,8,4,64.72,-18.0,SE,-18.0,SE,SE
657,658,2010,1,28,9,4,64.97,-17.0,SE,-17.0,SE,SE
658,659,2010,1,28,10,4,50.94,-13.0,cv,-13.0,cv,cv
659,660,2010,1,28,11,4,33.23,-11.0,SW,-11.0,SW,SW
660,661,2010,1,28,12,4,33.57,-10.0,SW,-10.0,SW,SW
661,662,2010,1,28,13,4,33.9,-9.0,SW,-9.0,SW,SW
662,663,2010,1,28,14,4,37.01,-9.0,SW,-9.0,SW,SW
663,664,2010,1,28,15,4,37.34,-8.0,SW,-8.0,SW,SW
664,665,2010,1,28,16,4,44.01,-9.0,SW,-9.0,SW,SW
665,666,2010,1,28,17,4,47.62,-10.0,SW,-10.0,SW,SW
666,667,2010,1,28,18,4,51.56,-11.0,SW,-11.0,SW,SW
667,668,2010,1,28,19,4,51.25,-12.0,SW,-12.0,SW,SW
668,669,2010,1,28,20,4,51.56,-11.0,SW,-11.0,SW,SW
669,670,2010,1,28,21,4,55.87,-12.0,SW,-12.0,SW,SW
670,671,2010,1,28,22,4,56.16,-11.0,SW,-11.0,SW,SW
671,672,2010,1,28,23,4,51.56,-11.0,SW,-11.0,SW,SW
672,673,2010,1,29,0,4,66.47,-11.0,SW,-11.0,SW,SW
673,674,2010,1,29,1,4,66.71,-10.0,SW,-10.0,SW,SW
674,675,2010,1,29,2,4,78.44,-11.0,SW,-11.0,SW,SW
675,676,2010,1,29,3,4,78.61,-10.0,SW,-10.0,SW,SW
676,677,2010,1,29,4,4,78.44,-11.0,SW,-11.0,SW,SW
677,678,2010,1,29,5,4,72.23,-11.0,SW,-11.0,SW,SW
678,679,2010,1,29,6,4,66.71,-10.0,SW,-10.0,SW,SW
679,680,2010,1,29,7,4,66.71,-10.0,SW,-10.0,SW,SW
680,681,2010,1,29,8,4,61.65,-9.0,SW,-9.0,SW,SW
681,682,2010,1,29,9,4,57.3,-7.0,SW,-7.0,SW,SW
682,683,2010,1,29,10,4,58.13,-4.0,SW,-4.0,SW,SW
683,684,2010,1,29,11,4,53.94,-3.0,SW,-3.0,SW,SW
684,685,2010,1,29,12,4,46.53,-1.0,SW,-1.0,SW,SW
685,686,2010,1,29,13,4,42.94,-1.0,SW,-1.0,SW,SW
686,687,2010,1,29,14,4,39.92,0.0,SW,0.0,SW,SW
687,688,2010,1,29,15,4,46.84,0.0,SW,0.0,SW,SW
688,689,2010,1,29,16,4,46.53,-1.0,SW,-1.0,SW,SW
689,690,2010,1,29,17,4,53.94,-3.0,SW,-3.0,SW,SW
690,691,2010,1,29,18,4,53.65,-4.0,SW,-4.0,SW,SW
691,692,2010,1,29,19,4,58.13,-4.0,SW,-4.0,SW,SW
692,693,2010,1,29,20,4,57.86,-5.0,SW,-5.0,SW,SW
693,694,2010,1,29,21,4,57.86,-5.0,SW,-5.0,SW,SW
694,695,2010,1,29,22,4,53.36,-5.0,SW,-5.0,SW,SW
695,696,2010,1,29,23,4,57.3,-7.0,SW,-7.0,SW,SW
696,697,2010,1,30,0,4,61.92,-8.0,SW,-8.0,SW,SW
697,698,2010,1,30,1,4,66.95,-9.0,cv,-9.0,cv,cv
698,699,2010,1,30,2,4,72.23,-11.0,SW,-11.0,SW,SW
699,700,2010,1,30,3,4,66.47,-11.0,SW,-11.0,SW,SW
700,701,2010,1,30,4,4,72.23,-11.0,SW,-11.0,SW,SW
701,702,2010,1,30,5,4,61.65,-9.0,SW,-9.0,SW,SW
702,703,2010,1,30,6,4,66.47,-11.0,SE,-11.0,SE,SE
703,704,2010,1,30,7,4,72.23,-11.0,SE,-11.0,SE,SE
704,705,2010,1,30,8,4,62.18,-7.0,SE,-7.0,SE,SE
705,706,2010,1,30,9,4,53.65,-4.0,SE,-4.0,SE,SE
706,707,2010,1,30,10,4,50.38,-1.0,SE,-1.0,SE,SE
707,708,2010,1,30,11,4,46.84,0.0,NW,0.0,NW,NW
708,709,2010,1,30,12,4,43.57,1.0,NW,1.0,NW,NW
709,710,2010,1,30,13,4,40.55,2.0,NW,2.0,NW,NW
710,711,2010,1,30,14,4,34.56,2.0,NW,2.0,NW,NW
711,712,2010,1,30,15,4,31.88,2.0,NW,2.0,NW,NW
712,713,2010,1,30,16,4,40.24,1.0,NE,1.0,NE,NE
713,714,2010,1,30,17,4,43.26,0.0,NE,0.0,NE,NE
714,715,2010,1,30,18,4,63.2,-3.0,NE,-3.0,NE,NE
715,716,2010,1,30,19,4,62.95,-4.0,NE,-4.0,NE,NE
716,717,2010,1,30,20,4,62.69,-5.0,NE,-5.0,NE,NE
717,718,2010,1,30,21,4,62.69,-5.0,NE,-5.0,NE,NE
718,719,2010,1,30,22,4,73.05,-7.0,NE,-7.0,NE,NE
719,720,2010,1,30,23,4,73.05,-7.0,NE,-7.0,NE,NE
720,721,2010,1,31,0,4,72.85,-8.0,NE,-8.0,NE,NE
721,722,2010,1,31,1,4,72.85,-8.0,NE,-8.0,NE,NE
722,723,2010,1,31,2,4,78.94,-8.0,NE,-8.0,NE,NE
723,724,2010,1,31,3,4,78.77,-9.0,NE,-9.0,NE,NE
724,725,2010,1,31,4,4,78.77,-9.0,NE,-9.0,NE,NE
725,726,2010,1,31,5,4,78.61,-10.0,NE,-10.0,NE,NE
726,727,2010,1,31,6,4,78.61,-10.0,NE,-10.0,NE,NE
727,728,2010,1,31,7,4,85.11,-11.0,NE,-11.0,NE,NE
728,729,2010,1,31,8,4,72.65,-9.0,NE,-9.0,NE,NE
729,730,2010,1,31,9,4,61.92,-8.0,NE,-8.0,NE,NE
730,731,2010,1,31,10,4,48.87,-6.0,NE,-6.0,NE,NE
731,732,2010,1,31,11,4,41.99,-4.0,NE,-4.0,NE,NE
732,733,2010,1,31,12,4,49.78,-3.0,NE,-3.0,NE,NE
733,734,2010,1,31,13,4,46.22,-2.0,NW,-2.0,NW,NW
734,735,2010,1,31,14,4,49.78,-3.0,NE,-3.0,NE,NE
735,736,2010,1,31,15,4,49.48,-4.0,NE,-4.0,NE,NE
